#source : https://ens.dk/en/our-services/statistics-data-key-figures-and-energy-maps/overview-energy-sector
GSRN,connection_to_grid_date,decommissioning_date,capacity_kW,rotor_diameter_m,hub_height_m,manufacturer,model,local_authority_no,local_authority_name,location_type,cadastral_district,cadastral_no,x,y,coordinate_origin,installation_number,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017
570715000000005121,7/1/1986,10/21/2002,75,17,22.5,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Vesløs By, Vesløs",6a,497663,6320644,Stamdata,7403100,,,,,,,,,,0,"130,563","138,070","144,510","151,802","137,517","133,957","142,103","146,940","134,959","111,402","131,360","134,887","122,227","140,619","112,577","97,659",,,,,,,,,,,,,,,,,,,,,,,
570715000000005138,10/1/1986,10/21/2002,75,17,22.5,Windmatic,W17 17S,787,Thisted,LAND,"Oddershedegård, Hillerslev",3d,485158,6318432,Stamdata,7801800,,,,,,,,,,0,"193,775","201,360","191,028","207,706","187,822","188,861","193,962","199,050","180,969","152,266","177,580","183,300","157,780","184,968","150,435","125,306",,,,,,,,,,,,,,,,,,,,,,,
570715000000005145,10/1/1986,10/21/2002,75,17,22.5,Windmatic,W17 17S,787,Thisted,LAND,"Oddershedegård, Hillerslev",3d,485129,6318332,Stamdata,7801900,,,,,,,,,,0,"201,972","205,679","213,300","220,545","202,404","200,546","211,621","219,674","191,462","166,647","184,466","177,380","160,890","184,620","160,235","137,367",,,,,,,,,,,,,,,,,,,,,,,
570715000000005152,3/20/1985,10/30/2002,55,33,23,Vestas Wind Systems A/S,V 15,787,Thisted,LAND,"Kjelstrup By, Hillerslev",2h,484413,6314748,Stamdata,7901800,,,,,,,,,0,0,"126,874","124,263","125,437","128,782","130,195","113,009","130,046","134,483","116,516","102,349","120,793","122,765","104,365","119,775","102,500","87,993",,,,,,,,,,,,,,,,,,,,,,,
570715000000005169,6/2/1986,6/27/2007,75,17,22.5,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Nors By, Nors",15b,479953,6319190,Stamdata,3107025,,,,,,,,,,0,"168,821","178,881","189,840","193,780","173,860","171,400","177,700","178,700","170,100","134,200","163,940","164,520","144,940","162,557","135,053","129,055","122,152","137,614","21,440",0,0,,,,,,,,,,,,,,,,,,
570715000000005176,6/2/1986,10/29/2002,75,17,22.5,Vestas Wind Systems A/S,V 18,787,Thisted,LAND,Nors,15b,480055,6319263,Stamdata,10702600,,,,,,,,,,0,"176,617","186,446","188,245","205,908","187,517","186,950","181,750","179,200","181,000","134,855","181,005","182,090","164,300","184,736","152,869","120,075",,,,,,,,,,,,,,,,,,,,,,,
570715000000005183,6/23/1987,10/21/2002,99,20.5,24,Nordtank,NTK 99 F,787,Thisted,LAND,"Kjelstrup By, Hillerslev",14a,484638,6316857,Stamdata,10803100,,,,,,,,,,,"68,604",0,"118,255","272,335","260,897","254,128","267,368","277,807","247,538","212,054","241,488","232,570","213,430","244,963","207,792","169,307",,,,,,,,,,,,,,,,,,,,,,,
570715000000005190,6/25/1986,10/21/2002,65,16,22,Nordtank,NTK 65/11,787,Thisted,LAND,Kløv By,"35a,45a",489017,6319811,Stamdata,12901600,,,,,,,,,,0,"143,420","148,356","152,558","158,910","144,163","138,577","149,101","152,530","136,861","119,958","135,718","133,981","117,314","136,134","110,444","74,504",,,,,,,,,,,,,,,,,,,,,,,
570715000000005206,6/25/1986,10/21/2002,65,16,22,Nordtank,NTK 65/11,787,Thisted,LAND,Kløv By,34e,489105,6319870,Stamdata,12901700,,,,,,,,,,0,"138,699","151,692","157,825","161,164","146,399","146,514","150,450","158,741","145,704","123,845","133,207","135,065","125,340","144,986","121,607","79,161",,,,,,,,,,,,,,,,,,,,,,,
570715000000005213,2/21/1985,10/22/2002,55,14,22,Nordtank,NTK 55/11 F,787,Thisted,LAND,"Skinnerup By, Skinnerup",16a,478887,6314732,Stamdata,14000900,,,,,,,,,0,0,"152,633","138,644","150,515","158,143","149,032","138,345","144,627","161,997","142,837","125,558","139,603","107,067","109,515","136,335","110,623","95,559",,,,,,,,,,,,,,,,,,,,,,,
570715000000005220,9/29/1987,10/1/2002,99,19,22.5,Windmatic,VM 19 S,787,Thisted,LAND,Hunstrup By,4a,487896,6322534,Stamdata,14403300,,,,,,,,,,,"49,863","231,952","250,055","259,589","234,786","233,302","233,502","241,903","220,587","153,610","203,621","216,805","190,933","193,365","175,843","146,613",,,,,,,,,,,,,,,,,,,,,,,
570715000000005237,11/12/1987,10/25/2002,90,18.8,24,Vestas Wind Systems A/S,V 19,787,Thisted,LAND,"Nors By, Nors",11x,479609,6320674,Stamdata,22200300,,,,,,,,,,,"17,466","210,639","222,594","234,150","217,207","214,130","221,501","216,706","201,450","180,376","185,650","216,070","183,020","198,875","168,275","144,716",,,,,,,,,,,,,,,,,,,,,,,
570715000000005244,4/18/1986,10/29/2002,75,17,22.5,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Sennels By, Sennels",1v,487141,6313840,Stamdata,22401000,,,,,,,,,,0,"158,390","164,700","172,480","177,780","157,610","158,640","168,066","171,361","158,453","134,860","155,130","159,529","140,981","158,570","135,076","115,580",,,,,,,,,,,,,,,,,,,,,,,
570715000000005251,11/15/1985,10/21/2002,75,17,22.5,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Sdr. Arup By, Arup",17c,494288,6315906,Stamdata,26901800,,,,,,,,,0,0,"202,891","205,956","215,153","224,252","210,244","204,227","220,750","226,909","202,940","184,866","202,659","209,326","178,594","211,598","182,096","113,274",,,,,,,,,,,,,,,,,,,,,,,
570715000000005268,11/15/1985,10/21/2002,75,17,22.5,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Sdr. Arup By, Arup",17c,494289,6315806,Stamdata,26901900,,,,,,,,,0,0,"200,470","204,332","209,299","216,187","202,757","197,425","205,019","204,677","189,787","168,896","188,663","195,487","174,261","194,268","165,302","134,248",,,,,,,,,,,,,,,,,,,,,,,
570715000000005275,8/19/1986,10/21/2002,75,16,23.4,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Vorring By, Nors",3i,480881,6320862,Stamdata,28200100,,,,,,,,,,0,"169,734","173,006","181,638","181,952","171,107","165,606","180,595","183,021","163,815","145,395","163,049","168,356","145,697","165,451","142,591","112,986",,,,,,,,,,,,,,,,,,,,,,,
570715000000005299,4/11/1985,10/22/2002,55,15,20,Nordtank,NTK 55/11,787,Thisted,LAND,Næstrup By Sjørring,9a,476575,6309884,Stamdata,31100201,,,,,,,,,0,0,"99,210","117,160","121,840","130,000","110,000","114,000","122,600","125,200","104,281","102,347","114,244","114,036","95,936","108,744","81,150","62,248",,,,,,,,,,,,,,,,,,,,,,,
570715000000005305,9/10/1985,6/24/2010,75,17,22.5,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Skovsted By, Hillerslev",11e,486452,6317381,Stamdata,3324001,,,,,,,,,0,0,"177,905","191,105","199,685","204,240","183,350","18,250","197,050","198,500","175,400","157,200","174,000","181,200","158,600","180,109","154,500","166,791","147,717","172,890","144,246","142,798","145,856","128,763","105,786","45,071",,,,,,,,,,,,,,,
570715000000005312,11/12/1985,10/30/2002,75,17,22.5,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Sennels By, Sennels",9a,487724,6315328,Stamdata,32800200,,,,,,,,,0,0,"189,108","194,711","209,018","209,916","193,012","194,461","201,655","200,251","190,649","159,491","187,528","190,998","164,844","194,793","164,672","140,257",,,,,,,,,,,,,,,,,,,,,,,
570715000000005329,2/15/1986,9/9/2003,75,17,24,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Lund By, Lild",30a,499846,6329875,Stamdata,335001,,,,,,,,,,0,"195,469","195,238","204,867","205,986","195,497","189,101","201,103","197,965","188,272","163,747","177,011","192,793","159,218","179,487","156,582","152,072","98,356",,,,,,,,,,,,,,,,,,,,,,
570715000000005336,3/31/1987,9/9/2003,90,18.8,23,Vestas Wind Systems A/S,V 19,787,Thisted,LAND,"Lund By, Lild",30a,499961,6329774,Stamdata,335002,,,,,,,,,,,"148,864","228,112","242,743","247,068","237,577","229,055","238,628","249,622","234,026","210,939","218,379","234,935","194,275","218,495","199,281","204,513","108,225",,,,,,,,,,,,,,,,,,,,,,
570715000000005350,5/13/1986,12/31/1999,83,0.1,0.1,Ukendt,Ukendt-Ukendt,787,Thisted,LAND,Nørtorp Ræhr,7i,451774,6280854,Stamdata,921024A,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
570715000000005367,5/13/1986,12/31/1999,83,0.1,0.1,Ukendt,Ukendt-Ukendt,787,Thisted,LAND,Nørtorp Ræhr,7i,451774,6280854,Stamdata,921024A,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
570715000000005374,5/13/1986,12/31/1999,83,0.1,0.1,Ukendt,Ukendt-Ukendt,787,Thisted,LAND,Nørtorp Ræhr,7i,451774,6280854,Stamdata,921024A,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
570715000000005381,5/13/1986,12/31/1999,83,0.1,0.1,Ukendt,Ukendt-Ukendt,787,Thisted,LAND,Nørtorp Ræhr,7i,451774,6280854,Stamdata,921024A,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
570715000000005398,5/13/1986,12/31/1999,83,0.1,0.1,Ukendt,Ukendt-Ukendt,787,Thisted,LAND,Nørtorp Ræhr,7i,451774,6280854,Stamdata,921024A,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
570715000000005411,9/1/1998,12/31/1999,100,0.1,0.1,Ukendt,Ukendt-Ukendt,787,Thisted,LAND,Nørtorp Ræhr,42a,451774,6280854,Stamdata,921024B,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
570715000000005428,9/1/1998,12/31/1999,100,0.1,0.1,Ukendt,Ukendt-Ukendt,787,Thisted,LAND,Nørtorp Ræhr,44d,451774,6280854,Stamdata,921024B,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
570715000000005435,9/1/1998,12/31/1999,100,0.1,0.1,Ukendt,Ukendt-Ukendt,787,Thisted,LAND,Nørtorp Ræhr,44f,451774,6280854,Stamdata,921024B,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
570715000000005442,9/1/1998,12/31/1999,100,0.1,0.1,Ukendt,Ukendt-Ukendt,787,Thisted,LAND,Nørtorp Ræhr,45b,451774,6280854,Stamdata,921024B,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
570715000000005459,9/1/1998,12/31/1999,100,0.1,0.1,Ukendt,Ukendt-Ukendt,787,Thisted,LAND,Nørtorp Ræhr,47b,451774,6280854,Stamdata,921024B,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
570715000000005466,3/18/1987,11/12/2002,99,20.5,24.5,Nordtank,NTK 99 F,787,Thisted,LAND,"Tingstrup By, Thisted Sogn",3a,480032,6314202,Stamdata,34400100,,,,,,,,,,,"132,145","278,447","287,520","303,303","278,611","270,147","280,886","292,330","258,958","228,641","257,012","267,607","211,038","244,028","204,196","162,446",,,,,,,,,,,,,,,,,,,,,,,
570715000000005473,3/18/1987,11/12/2002,99,20.5,24.5,Nordtank,NTK 99 F,787,Thisted,LAND,"Tingstrup By, Thisted Sogn",3a,480060,6314142,Stamdata,34400200,,,,,,,,,,,"206,675","146,438","275,919","285,582","264,024","256,544","274,368","279,431","247,771","225,444","250,001","259,657","220,346","254,351","221,589","201,077",,,,,,,,,,,,,,,,,,,,,,,
570715000000005480,4/14/1987,10/22/2002,99,20.5,24,Nordtank,NTK 99 F,787,Thisted,LAND,"Nors By, Nors",10n,479636,6319343,Stamdata,34500100,,,,,,,,,,,"195,490","165,189","311,370","299,706","265,671","286,072","293,575","301,430","275,966","225,079","264,210","280,757","238,060","269,217","237,917","184,238",,,,,,,,,,,,,,,,,,,,,,,
570715000000005497,4/14/1987,10/22/2002,99,20.5,24,Nordtank,NTK 99 F,787,Thisted,LAND,"Nors By, Nors",10n,479622,6319245,Stamdata,34500200,,,,,,,,,,,"194,120","169,951","316,211","301,739","269,452","288,695","293,057","304,799","275,795","233,702","267,213","282,748","242,726","278,766","234,431","176,314",,,,,,,,,,,,,,,,,,,,,,,
570715000000005503,7/11/1988,10/29/2002,99,20.5,24,Nordtank,NTK 99 F,787,Thisted,LAND,"Malle By, Sennels",2p,486573,6312964,Stamdata,35300100,,,,,,,,,,,,"146,539","302,400","310,900","289,600","287,400","302,700","314,000","281,400","247,400","260,600","283,400","257,137","303,610","253,938","217,753",,,,,,,,,,,,,,,,,,,,,,,
570715000000005510,7/11/1988,10/29/2002,99,20.5,24,Nordtank,NTK 99 F,787,Thisted,LAND,"Malle By, Sennels",2p,486569,6313062,Stamdata,35300200,,,,,,,,,,,,"156,938","301,800","310,600","286,600","268,700","306,500","316,600","273,500","240,500","269,200","265,700","247,297","282,513","256,853","220,842",,,,,,,,,,,,,,,,,,,,,,,
570715000000005589,5/21/1991,6/10/2015,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,787,Thisted,LAND,"Ullerup Hgd., Sennels Sogn",1m,485484.74,6315903.32,"GST, 18-02-2013",3368001,,,,,,,,,,,,,,,"325,039","584,874","608,682","622,324","573,231","472,023","551,264","579,856","501,743","584,919","509,260","513,131","460,250","538,384","524,302","468,194","553,493","491,622","477,136","494,045","554,755","573,693","467,231","535,701","256,980",,,,,,,,,,
570715000000005596,5/21/1991,6/10/2015,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,787,Thisted,LAND,"Ullerup Hgd., Sennels Sogn",1m,485520.66,6315996.4,"GST, 18-02-2013",3368002,,,,,,,,,,,,,,,"314,491","576,954","602,185","623,284","551,880","490,976","555,027","570,499","489,020","570,763","488,603","500,430","433,790","515,940","515,269","375,308","514,082","502,917","368,702","355,649","472,014","567,416","489,322","479,800","246,021",,,,,,,,,,
570715000000005602,5/21/1991,6/12/2015,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,787,Thisted,LAND,"Ullerup Hgd., Sennels Sogn",1m,485555.14,6316090.46,"GST, 18-02-2013",3368003,,,,,,,,,,,,,,,"322,881","579,531","601,508","615,589","551,958","480,678","544,114","559,287","499,557","568,381","489,575","505,034","440,327","522,387","513,003","454,820","558,421","498,273","476,948","470,161","533,598","527,856","453,876","500,501","214,364",,,,,,,,,,
570715000000005671,12/17/1993,6/28/2017,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,787,Thisted,LAND,"Kjelstrup By, Hillerslev",8i,484211.5,6315707.63,"GST, 18-02-2013",3383002,,,,,,,,,,,,,,,,,"15,163","584,685","538,649","467,732","524,561","543,392","466,684","531,295","455,271","476,475","425,734","480,877","499,660","400,583","560,702","474,113","457,070","441,826","508,615","522,928","467,660","488,186","573,656","458,299","40,667","47,321","49,856","58,255","34,837","2,946",,,"233,880"
570715000000005688,12/17/1993,3/17/2017,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,787,Thisted,LAND,"Kjelstrup By, Hillerslev",3f,484338.22,6315647.86,"GST, 18-02-2013",38300300,,,,,,,,,,,,,,,,,"15,134","587,608","536,300","473,213","530,142","544,470","474,462","530,986","458,311","478,844","429,978","501,678","464,802","423,373","531,584","480,316","443,287","441,923","507,885","504,973","451,948","404,103","528,361","427,907","38,716","47,561","23,839",,,,,,"110,116"
570715000000005800,5/4/1988,10/21/2002,150,22,31,Vindsyssel,VS 150 ,787,Thisted,LAND,"Nr. Skjoldborg By, Skjoldborg Sogn",21,476320,6308565,Stamdata,12602700,,,,,,,,,,,,"221,988","345,041","379,411","249,951","337,728","353,881","344,296","288,396","263,456","267,644","329,018","277,102","316,386","268,631","224,677",,,,,,,,,,,,,,,,,,,,,,,
570715000000005817,2/21/1985,10/29/2002,75,17,22.5,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Aas By, Skjoldborg",7a,477589,6307267,Stamdata,17000400,,,,,,,,,0,0,"186,983","186,220","193,800","197,900","184,400","179,500","197,540","192,460","174,830","160,530","176,540","182,200","158,400","174,274","155,412","126,715",,,,,,,,,,,,,,,,,,,,,,,
570715000000005824,2/21/1985,10/29/2002,75,17,22.5,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Aas By, Skjoldborg",7a,477643,6307342,Stamdata,17000500,,,,,,,,,0,0,"185,366","185,400","190,870","193,250","181,650","178,800","197,900","195,100","175,800","162,200","177,100","180,300","150,250","172,097","150,200","127,807",,,,,,,,,,,,,,,,,,,,,,,
570715000000005831,8/17/1989,10/21/2002,100,20,24,Vestas Wind Systems A/S,V 20,787,Thisted,LAND,Skjoldborg,7a,476109,6306532,Stamdata,21901000,,,,,,,,,,,,,"79,119","266,883","24,400","244,755","258,845","257,619","230,292","206,289","231,290","239,025","209,017","234,756","199,446","169,057",,,,,,,,,,,,,,,,,,,,,,,
570715000000005855,11/12/1985,10/30/2002,75,17,22.5,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Hov By, Sennels",6c,487772,6315451,Stamdata,32800100,,,,,,,,,0,0,"183,292","192,604","187,236","205,004","180,318","187,398","192,912","197,547","175,806","150,938","180,140","190,137","164,350","168,203","161,457","136,990",,,,,,,,,,,,,,,,,,,,,,,
570715000000005862,11/16/1985,10/21/2002,75,17,23.5,Vestas Wind Systems A/S,V 17,787,Thisted,LAND,"Østerild By, Østerild",21a,490713,6319120,Stamdata,32900100,,,,,,,,,0,0,"162,670","163,990","167,150","170,820","159,000","158,680","170,500","169,140","164,060","139,050","154,750","155,133","138,897","156,773","133,491","103,150",,,,,,,,,,,,,,,,,,,,,,,
570715000000005879,11/28/1985,10/31/2002,75,24,22,Windmatic,VM 17 S,787,Thisted,LAND,"Sønder Arup By, Arup",2a,494740,6317097,Stamdata,33000102,,,,,,,,,0,0,"221,939","232,155","230,095","220,639","211,360","204,268","216,361","231,539","207,282","184,738","207,487","214,140","190,819","220,141","189,336","157,786",,,,,,,,,,,,,,,,,,,,,,,
570715000000005886,11/21/1985,10/21/2002,65,16,22,NEG Micon,NTK 65-NEG Micon,787,Thisted,LAND,"Klastrup By, Klastrup",6e,489273,6322366,Stamdata,33300200,,,,,,,,,0,0,"128,808","137,653","146,144","148,303","138,065","132,363","140,360","142,724","131,846","112,403","129,894","130,666","113,339","132,022","113,039","89,227",,,,,,,,,,,,,,,,,,,,,,,
570715000000005923,9/29/1993,1/25/2017,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,787,Thisted,LAND,"Lund og Bjerget Byer, Lild Sogn",29a,500043.04,6329922.49,"GST, 18-02-2013",33500300,,,,,,,,,,,,,,,,,"162,153","670,330","632,225","558,640","588,884","639,977","526,435","594,388","533,703","557,369","482,780","572,006","553,423","493,355","617,730","538,040","501,069","537,370","544,476","575,965","513,408","500,881","600,959","458,917","32,906",,,,,,,,"32,906"
570715000000006043,12/5/1995,4/4/2017,225,27,30,Vestas Wind Systems A/S,V 27-225 ,787,Thisted,LAND,"Skinnerup By, Skinnerup",17f,481078.07,6317473.11,"GST, 18-02-2013",3398002,,,,,,,,,,,,,,,,,,,"22,080","487,300","534,340","558,744","468,452","547,014","478,509","488,843","432,886","458,070","468,611","437,187","520,018","494,139","453,346","455,121","497,168","549,977","447,375","494,231","485,475","373,132","31,133","47,442","30,462",0,,,,,"109,037"
570715000000006166,7/6/2000,10/8/2013,900,52,49,NEG Micon,NM 52/900 LM,787,Thisted,LAND,"Hjardemål By, Hjardemål",7a,489445.52,6324194.43,"GST, 18-02-2013",80500600,,,,,,,,,,,,,,,,,,,,,,,,"823,086","1,737,467","1,799,053","1,611,646","1,955,367","1,633,604","1,145,784","2,194,939","1,803,088","1,619,042","1,571,529","1,951,019","2,054,708","967,254",,,,,,,,,,,,
570715000000006180,7/17/2000,10/8/2013,900,52,49,NEG Micon,NM 52/900 LM,787,Thisted,LAND,"Rødbrogård, Tømmerby",1g,495358.12,6325260.18,"GST, 18-02-2013",80600200,,,,,,,,,,,,,,,,,,,,,,,,"750,363","1,606,927","1,659,748","1,487,077","1,754,513","1,637,913","1,449,184","1,917,140","1,618,071","1,527,703","1,522,422","1,756,304","1,492,759",27,,,,,,,,,,,,
570715000000006197,7/17/2000,10/8/2013,900,52,49,NEG Micon,NM 52/900 LM,787,Thisted,LAND,"Rødbrogård, Tømmerby",1e,495264.04,6324983.48,"GST, 18-02-2013",80600400,,,,,,,,,,,,,,,,,,,,,,,,"773,233","1,711,792","1,790,353","1,107,816","1,865,531","1,767,281","1,577,422","2,046,926","1,780,489","1,624,481","1,540,617","1,576,329","1,938,575","4,130",,,,,,,,,,,,
570715000000029585,6/15/1987,9/9/2002,99,21,23.5,Wincon,QU 315S6,787,Thisted,LAND,Helligsø,12g,460113,6283488,Stamdata,23166,,,,,,,,,,,"74,974","164,128","172,072","175,377","161,350","156,328","163,045","150,923","137,503","130,963","148,268","287,041","290,975","321,677","273,752","199,211",,,,,,,,,,,,,,,,,,,,,,,
570715000000029592,6/15/1987,9/9/2002,99,21,23.5,Wincon,QU 315S6,787,Thisted,LAND,Helligsø,12g,460178,6283453,Stamdata,23166,,,,,,,,,,,"74,974","164,128","172,072","175,377","161,350","156,328","163,045","150,923","137,503","130,963","148,268","287,041","290,975","321,677","273,752","199,211",,,,,,,,,,,,,,,,,,,,,,,
570715000000029608,5/15/1988,9/28/2007,200,25,30,Vestas Wind Systems A/S,V 25-200 ,787,Thisted,LAND,Helligsø,20e,459715,6284152,Stamdata,123168,,,,,,,,,,,,"425,036","763,898","778,570","716,301","662,960","695,410","737,180","691,670","547,510","673,100","729,170","656,472","711,228","615,963","636,125","560,544","583,904","665,752","628,390","567,458",,,,,,,,,,,,,,,,,,
570715000000029615,11/15/1985,10/24/2002,75,19,23,Windmatic,VM 19 S,787,Thisted,LAND,Gettrup,3a,458779,6286302,Stamdata,23170,,,,,,,,,"17,601","261,640","231,170","253,031","265,277","270,373","248,748","235,430","251,420","251,480","238,780","209,110","229,660","240,620","221,740","239,680","204,471","178,021",,,,,,,,,,,,,,,,,,,,,,,
570715000000029622,4/15/1988,3/16/2005,90,20,24,Vestas Wind Systems A/S,V 20-90 ,787,Thisted,LAND,Gettrup,1i,459576,6287559,Stamdata,123173,,,,,,,,,,,,"202,071","317,777","323,880","297,977","278,320","299,950","303,890","292,910","248,750","276,310","288,590","261,250","287,290","244,980","219,757","230,705","262,907","58,774",,,,,,,,,,,,,,,,,,,,
570715000000029639,4/15/1988,1/17/2005,150,23,24.5,BONUS,150 kW,787,Thisted,LAND,Skårup gde.,4d,459331,6288656,Stamdata,123175,,,,,,,,,,,,"308,432","485,039","494,355","454,817","462,540","457,930","475,440","453,980","370,310","418,350","432,946","386,621","416,874","366,279","383,310","342,620","394,953","23,234",,,,,,,,,,,,,,,,,,,,
570715000000029646,5/15/1986,10/24/2002,95,19,24.5,BONUS,99-BONUS,787,Thisted,LAND,Vestervig,19b,461047,6289976,Stamdata,23177,,,,,,,,,,"173,668","263,045","287,920","301,855","307,653","283,047","268,070","289,990","292,140","276,170","228,570","266,230","270,490","246,700","273,670","218,670","193,420",,,,,,,,,,,,,,,,,,,,,,,
570715000000029653,4/15/1985,10/8/2012,8,8.6,12.5,THY møllen Aps,THY 11,787,Thisted,LAND,Flarup by,1r,462227.71,6287627.55,"GST, 18-02-2013",123179,,,,,,,,,"11,733","17,600","17,600","17,600","17,600","17,600","17,600","9,607","9,963","9,420","11,101","5,636","8,900","10,145","8,514","9,902","7,098","8,785","8,607","9,778","8,409","8,494","10,894","6,033","8,412","7,653","6,461","5,852",,,,,,,,,,,,,
570715000000029660,3/15/1988,9/27/2007,200,25,30,Vestas Wind Systems A/S,V 25-200 ,787,Thisted,LAND,Sindrup by,1b,462164,6283786,Stamdata,123184,,,,,,,,,,,,"491,084","686,470","699,655","643,697","612,290","649,280","660,910","634,140","540,050","605,060","604,612","559,704","614,824","537,160","571,326","492,940","584,086","576,017","515,608","491,774",,,,,,,,,,,,,,,,,,
570715000000029738,5/15/1981,3/16/2005,55,15,18.5,BONUS,55 kW KJ VINGER,787,Thisted,LAND,Ydby by,10a,464446,6283704,Stamdata,123190,,,,,"70,583","121,000","121,000","121,000","121,000","121,000","121,000","121,000","121,000","121,000","121,000","19,486","21,810","21,825","15,786","17,710","20,727","39,690","15,564","17,629","7,585",5,949,0,0,,,,,0,0,0,,,,,,,,,,,,,
570715000000029745,2/15/1983,10/24/2002,55,20.5,26,Nordtank,NTK 55,787,Thisted,LAND,Boddum,11a,469512,6282909,Stamdata,23194,,,,,,,"100,833","121,000","121,000","121,000","121,000","121,000","121,000","121,000","121,000","88,240","102,800","113,350","96,580","73,030","72,730","66,780","45,830","58,240","48,190","50,970",,,,,,,,,,,,,,,,,,,,,,,
570715000000029752,3/15/1987,10/25/2002,90,17,23,Vestas Wind Systems A/S,V 17-75 ,787,Thisted,LAND,Ettrup by,12a m.f,462974,6291574,Stamdata,23200,,,,,,,,,,,"182,946","266,994","279,916","285,293","262,476","249,670","265,560","269,260","249,950","215,820","248,610","262,540","229,950","244,190","218,570","189,570",,,,,,,,,,,,,,,,,,,,,,,
570715000000029769,8/15/1988,11/3/2011,100,20,24,Vestas Wind Systems A/S,V 20-100 ,787,Thisted,LAND,Ettrup by,11a,462797,6291793,Stamdata,123202,,,,,,,,,,,,"103,258","324,768","331,006","304,532","286,790","311,010","314,290","298,280","256,110","272,950","297,840","266,785","289,682","249,155","266,650","238,802","267,655","246,724","139,127","256,184","260,174","239,337","229,999","115,265",,,,,,,,,,,,,,
570715000000029783,10/15/1988,1/14/2005,100,20,24,Vestas Wind Systems A/S,V 20-100 ,787,Thisted,LAND,Vestervig,18a,456506,6292226,Stamdata,123212,,,,,,,,,,,,"49,181","309,370","315,312","290,094","274,370","284,870","294,400","283,690","234,140","264,906","283,221","268,018","282,491","239,772","251,441","166,504","243,101","25,527",,,,,,,,,,,,,,,,,,,,
570715000000029790,1/15/1986,10/24/2002,7.5,8.6,12.5,THY møllen Aps,THY 11,787,Thisted,LAND,Vestervig,10ad,456402,6292640,Stamdata,23214,,,,,,,,,,"16,133","17,600","17,600","17,600","17,600","17,600","15,638","13,992","17,285","6,525","12,111","7,175","9,456",102,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
570715000000029806,10/15/1985,10/24/2002,75,17,18.5,Vestas Wind Systems A/S,V 17-75 ,787,Thisted,LAND,Vestervig,14a,455943,6292453,Stamdata,23216,,,,,,,,,"29,926","222,419","196,517","215,100","225,511","229,842","211,460","201,880","205,720","215,000","203,410","174,810","192,780","209,370","187,500","210,540","170,810","151,230",,,,,,,,,,,,,,,,,,,,,,,
570715000000029813,10/15/1985,11/5/2002,75,17,23,Vestas Wind Systems A/S,V 17-75 ,787,Thisted,LAND,Vestervig,25k,455953,6294073,Stamdata,23221,,,,,,,,,"29,922","222,393","196,494","215,075","225,484","229,815","211,435","201,870","214,870","215,090","205,570","170,080","195,200","208,520","186,880","203,370","172,590","157,710",,,,,,,,,,,,,,,,,,,,,,,
