#source : https://ens.dk/en/our-services/statistics-data-key-figures-and-energy-maps/overview-energy-sector
GSRN,connection_to_grid_date,decommissioning_date,capacity_kW,rotor_diameter_m,hub_height_m,manufacturer,model,local_authority_no,local_authority_name,location_type,cadastral_district,cadastral_no,x,y,coordinate_origin,installation_number,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017
570715000000043178,12/1/1988,8/17/2007,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Velling Mærsk,34,458014.63,6209248.03,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","328,202",,,"1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000043185,12/1/1987,8/17/2007,200,25,30,Vestas Wind Systems A/S,V 25-200 ,760,Ringkøbing-Skjern,LAND,Vennergård,1a,457997.53,6209348.27,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","344,274","403,626","376,623","375,498","291,736",,,"1,074,325","1,187,303","484,680",,,,,,,,,,,,,
570715000000043192,12/1/1987,4/5/2005,90,20,24,Vestas Wind Systems A/S,V 19-90 ,760,Ringkøbing-Skjern,LAND,Vennergård,1a,457978.97,6209456.57,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","154,923","181,632","64,069",,,,,"483,446","534,286","218,106",,,,,,,,,,,,,
570715000000043246,12/1/1988,6/24/2011,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Velling Mærsk,34,457874.83,6209176.65,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","501,814","493,035","417,416","1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000043253,12/1/1988,6/24/2011,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Velling Mærsk,34,457859.31,6209270.62,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","501,814","493,035","417,416","1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000043260,12/1/1987,8/17/2007,200,25,30,Vestas Wind Systems A/S,V 25-200 ,760,Ringkøbing-Skjern,LAND,Vennergård,1a,457842.14,6209369.26,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","344,274","403,626","376,623","375,498","291,736",,,"1,074,325","1,187,303","484,680",,,,,,,,,,,,,
570715000000043277,12/1/1987,4/5/2005,90,20,24,Vestas Wind Systems A/S,V 19-90 ,760,Ringkøbing-Skjern,LAND,Vennergård,1a,457824.18,6209477.68,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","154,923","181,632","64,069",,,,,"483,446","534,286","218,106",,,,,,,,,,,,,
570715000000043284,12/1/1987,4/5/2005,90,20,24,Vestas Wind Systems A/S,V 19-90 ,760,Ringkøbing-Skjern,LAND,Vennergård,1a,457809.01,6209566.36,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","154,923","181,632","64,069",,,,,"483,446","534,286","218,106",,,,,,,,,,,,,
570715000000043291,12/1/1988,8/17/2007,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Velling Mærsk,34,457784.26,6208813.81,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","328,202",,,"1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000043307,12/1/1988,6/24/2011,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Velling Mærsk,34,457766.8,6208912.04,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","501,814","493,035","417,416","1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000043314,12/1/1988,6/24/2011,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Velling Mærsk,34,457751.62,6209011.02,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","501,814","493,035","417,416","1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000043321,12/1/1988,6/24/2011,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Velling Mærsk,34,457734.65,6209109.56,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","501,814","493,035","417,416","1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000043338,12/1/1988,6/24/2011,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Velling Mærsk,34,457719.2,6209197.53,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","501,814","493,035","417,416","1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000043352,12/1/1988,6/24/2011,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Vennerby,29b,457686.64,6209390.64,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","501,814","493,035","417,416","1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000043369,12/1/1988,6/24/2011,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Vennerby,2u,457668.41,6209497.46,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","501,814","493,035","417,416","1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000043376,12/1/1988,6/24/2011,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Vennerby,2t,457653.21,6209587.94,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","501,814","493,035","417,416","1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000043383,12/1/1988,6/24/2011,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Velling Mærsk,24,457611.83,6208932.04,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","501,814","493,035","417,416","1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000043819,4/8/1983,11/7/2016,11,20,15,Eget fabrikat,SA-11-K,760,Ringkøbing-Skjern,Land,,,,,Stamdata,,,,,,,,"13,044","19,236","19,236","19,236","19,236","19,236","19,236","19,236","19,236","16,215","19,692","17,475","12,566","5,570",320,"3,862","2,876",93,30,38,0,0,0,"3,558","21,837","5,419",0,0,"3,275",127,0,0,0,0,,,,,,,,,
570715000000043840,2/7/1978,9/5/2012,22,0.1,0.1,Riisager,22-Riisager,760,Ringkøbing-Skjern,LAND,"Abildtrup By, Vorgod",1ba,484718.13,6217157.67,"GST, 18-02-2013",7141188,,"11,633","13,957","13,957","13,957","13,957","13,957","13,957","13,957","13,957","13,957","13,957","13,957","13,957","13,957","15,699","26,862","23,343","20,614","17,824","24,650","17,521","14,344","17,599","14,182","15,113","15,693","17,957","16,371","14,758","16,745","27,804","20,235","15,596","19,115","11,792",,,,,,,,,,,,,
570715000000043864,4/21/1988,7/9/2002,99,19,30,Windmatic,VM 19 S,760,Ringkøbing-Skjern,LAND,"Den Østlige Del, Nr. Vium, Videbæk Kommune","14y,14z",486722.71,6210583.38,Stamdata,20,,,,,,,,,,,,"132,179","198,254","198,254","198,254","198,254","198,254","198,254","198,254","198,254","198,254","198,254","198,254","198,254","149,009","99,839",,,,,,,,,,,,,,,,,,,,,,,
570715000000043871,4/21/1988,7/9/2002,99,19,30,Windmatic,VM 19 S,760,Ringkøbing-Skjern,LAND,"Den Østlige Del, Nr. Vium, Videbæk Kommune","14y,14z",486780.44,6210496.61,Stamdata,20,,,,,,,,,,,,"127,688","191,526","191,526","191,526","191,526","191,526","191,526","191,526","191,526","191,526","191,526","191,526","191,526","147,326","99,839",,,,,,,,,,,,,,,,,,,,,,,
570715000000043888,4/21/1988,7/9/2002,99,19,30,Windmatic,VM 19 S,760,Ringkøbing-Skjern,LAND,"Den Østlige Del, Nr. Vium, Videbæk Kommune","14y,14z",486839.42,6210396.8,Stamdata,20,,,,,,,,,,,,"123,036","184,545","184,545","184,545","184,545","184,545","184,545","184,545","184,545","184,545","184,545","184,545","184,545","145,580","99,839",,,,,,,,,,,,,,,,,,,,,,,
570715000000043895,4/21/1988,7/9/2002,99,19,30,Windmatic,VM 19 S,760,Ringkøbing-Skjern,LAND,"Den Østlige Del, Nr. Vium, Videbæk Kommune","14y,14z",486664.53,6210693.25,Stamdata,20,,,,,,,,,,,,"132,281","198,422","198,422","198,422","198,422","198,422","198,422","198,422","198,422","198,422","198,422","198,422","198,422","149,051","99,839",,,,,,,,,,,,,,,,,,,,,,,
570715000000044267,4/16/1991,6/29/2010,250,26,30,NEG Micon,NM 530-250  ,760,Ringkøbing-Skjern,LAND,"Borris Nørreland, Sdr. Borris",26o,476388.76,6203466.15,Stamdata,7141215,,,,,,,,,,,,,,,"231,359","347,039","347,039","347,039","347,039","347,039","347,039","347,039","347,039","347,039","275,183","302,094","262,326","302,364","296,980","246,467","338,610","317,845","258,521","122,866",,,,,,,,,,,,,,,
570715000000044274,4/16/1991,6/29/2010,250,26,30,NEG Micon,NM 530-250  ,760,Ringkøbing-Skjern,LAND,"Borris Nørreland, Sdr. Borris",26o,476365.93,6203307.72,Stamdata,7141215,,,,,,,,,,,,,,,"236,331","354,494","354,494","354,494","354,494","354,494","354,494","354,494","354,494","354,494","277,046","302,094","262,326","302,364","296,980","246,467","338,610","317,845","258,521","122,866",,,,,,,,,,,,,,,
570715000000044281,4/16/1991,6/29/2010,250,26,30,NEG Micon,NM 530-250  ,760,Ringkøbing-Skjern,LAND,"Borris Nørreland, Sdr. Borris",26o,476342.08,6203150.27,Stamdata,7141215,,,,,,,,,,,,,,,"241,594","362,391","362,391","362,391","362,391","362,391","362,391","362,391","362,391","362,391","279,020","302,094","262,326","302,364","296,980","246,467","338,610","317,845","258,521","122,866",,,,,,,,,,,,,,,
570715000000044298,4/16/1991,6/29/2010,250,26,30,NEG Micon,NM 530-250  ,760,Ringkøbing-Skjern,LAND,"Borris Nørreland, Sdr. Borris",26o,476315.76,6202990.57,"GST, 18-02-2013",7141215,,,,,,,,,,,,,,,"238,576","357,862","357,862","357,862","357,862","357,862","357,862","357,862","357,862","357,862","277,889","302,094","262,326","302,364","296,980","246,467","338,610","317,845","258,521","122,866",,,,,,,,,,,,,,,
570715000000044403,2/4/1992,9/23/2002,300,31,30,BONUS,COMBI 31-300  ,760,Ringkøbing-Skjern,LAND,"Den Østlige Del, Nr. Vium, Videbæk Kommune",14s,485683.14,6210968.54,Stamdata,141220,,,,,,,,,,,,,,,,"478,910","574,698","574,698","574,698","574,698","574,698","574,698","574,698","574,698","455,605","367,444",,,,,,,,,,,,,,,,,,,,,,,
570715000000044410,2/4/1992,9/23/2002,300,31,30,BONUS,COMBI 31-300  ,760,Ringkøbing-Skjern,LAND,"Den østlige del, Nr. Vium, Videbæk Kommune",14s,485801.63,6210992.9,Stamdata,141220,,,,,,,,,,,,,,,,"445,678","534,811","534,811","534,811","534,811","534,811","534,811","534,811","534,811","445,633","367,444",,,,,,,,,,,,,,,,,,,,,,,
570715000000044434,8/17/1992,9/7/2010,150,24,30,BONUS,150   - MK ll,760,Ringkøbing-Skjern,LAND,"Ørbæk By, Hoven",19d,488358.86,6192291.28,Stamdata,7141222,,,,,,,,,,,,,,,,"96,640","282,820","296,370","260,890","246,040","245,630","265,938","233,239","275,276","197,511","226,885","191,995","204,731","167,858","193,076","217,236","230,600","199,570","108,101",,,,,,,,,,,,,,,
570715000000044458,10/6/1992,8/18/2009,225,27,32,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,"Borris Nørreland, Sdr. Borris",1ba,478143.03,6205087.91,Stamdata,7141223,,,,,,,,,,,,,,,,"114,111","456,423","456,423","456,423","456,423","456,423","456,423","456,423","456,423","370,929","392,739","344,688","384,125","380,230","341,033","439,792","402,048","193,273",,,,,,,,,,,,,,,,
570715000000044465,10/6/1992,8/18/2009,225,27,30,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,"Borris Nørreland, Sdr. Borris",1ba,478034.21,6204979.75,Stamdata,7141223,,,,,,,,,,,,,,,,"111,247","445,164","445,164","445,164","445,164","445,164","445,164","445,164","445,164","368,115","392,739","344,688","384,125","380,230","341,033","439,792","402,048","193,273",,,,,,,,,,,,,,,,
570715000000044496,12/21/1993,8/17/2011,225,27,30,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,"Stoustrup By, Ådum",16g,473828.11,6197316.12,Stamdata,7141226,,,,,,,,,,,,,,,,,"1,105","265,370","396,954","398,059","398,059","398,059","398,059","398,059","314,906","347,127","302,213","333,421","327,667","297,834","388,382","346,699","288,156","268,419","187,756",,,,,,,,,,,,,,
570715000000044502,4/15/1994,8/17/2011,225,27,30,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,"Stoustrup By, Ådum",16g,473719.78,6197383.94,Stamdata,7141226,,,,,,,,,,,,,,,,,,"272,224","408,337","408,337","408,337","408,337","408,337","408,337","317,474","347,127","302,213","333,421","327,667","297,834","388,382","346,699","288,156","268,419","187,756",,,,,,,,,,,,,,
570715000000044908,11/1/1983,7/9/2014,55,15,22,Vestas Wind Systems A/S,V 55-15 ,760,Ringkøbing-Skjern,LAND,Ukendt,2a m.fl,452479.66,6216328.06,"GST, 18-02-2013",9007,,,,,,,"10,083","121,000","121,000","121,000","121,000","121,000","121,000","121,000","121,000","116,610","108,900","119,390","111,820","92,760","107,580","123,050","112,180","172,716","258,960","310,530","93,890","119,240","104,840","113,629","123,352","79,276","89,893","70,625","114,374","118,963","72,918",0,,,,,,,,,,,
570715000000044922,2/20/1985,12/10/2010,55,22.5,22.5,Vestas Wind Systems A/S,V 55-15 ,760,Ringkøbing-Skjern,LAND,"Lundenæs Hgd,Skjern Jorder",46,473159,6199575,Stamdata,001,,,,,,,,,"47,850","58,850","51,950","56,870","59,650","60,800","55,950","73,110","70,660","78,810","73,600","62,710","73,430","60,430","57,670","66,852","59,066","66,497","53,805","61,999","59,203","58,960","72,514","70,997","58,493","49,985",,,,,,,,,,,,,,,
570715000000044939,11/3/1985,2/28/2002,55,22,22,Nordtank,NTK 65 F,760,Ringkøbing-Skjern,LAND,"Engsig,Skjern Jorder",58c,468849,6201709,Stamdata,002,,,,,,,,,"7,210","74,860","65,960","72,310","75,910","77,400","71,110","47,630","61,510","76,690","58,090","58,840","63,470","66,280","52,744","74,385","49,166","1,031",,,,,,,,,,,,,,,,,,,,,,,
570715000000044946,9/14/1985,9/16/2003,15,18,18,Kuriant,Ukendt-Kuriant,760,Ringkøbing-Skjern,LAND,Alkjærsig Dejbjerg,3h,466974,6203291,Stamdata,003,,,,,,,,,"1,435","9,650","8,910","8,328","9,785","9,152","9,176","3,584","8,900","8,395","2,367","9,385","8,998","9,545","5,592","9,712","5,547","5,935","1,238",,,,,,,,,,,,,,,,,,,,,,
570715000000044960,6/6/1989,8/17/2009,160,23.2,30.3,Wind World,W 2320-160 ,760,Ringkøbing-Skjern,LAND,"Ganer,Skjern Jorder",3a,466019,6200165,Stamdata,004,,,,,,,,,,,,,"165,886","338,160","311,120","337,833","302,186","387,766","316,656","288,576","310,970","314,280","291,733","292,103","252,536","273,330","240,493","186,883","83,393","81,100","310,287","266,090","122,898",,,,,,,,,,,,,,,,
570715000000044977,6/6/1989,8/17/2009,160,23.2,30.3,Wind World,W 2320-160 ,760,Ringkøbing-Skjern,LAND,"Ganer,Skjern Jorder",3a,466098,6200087,Stamdata,004,,,,,,,,,,,,,"165,887","338,160","311,120","337,833","302,187","387,766","316,657","288,577","310,970","314,280","291,734","292,103","252,536","273,330","240,493","186,883","83,393","81,100","310,287","266,090","122,898",,,,,,,,,,,,,,,,
570715000000044984,6/6/1989,8/17/2009,160,23.2,30.3,Wind World,W 2320-160 ,760,Ringkøbing-Skjern,LAND,"Ganer,Skjern Jorder",3a,465996,6200014,Stamdata,004,,,,,,,,,,,,,"165,887","338,160","311,120","337,834","302,187","387,767","316,657","288,577","310,970","314,280","291,734","292,104","252,538","273,330","240,493","186,883","83,393","81,100","310,287","266,090","122,898",,,,,,,,,,,,,,,,
570715000000045004,4/30/1993,8/17/2009,250,28.7,30,Micon,M 530-250  ,760,Ringkøbing-Skjern,LAND,"Ganer,Skjern Jorder",48,465169,6199793,Stamdata,005,,,,,,,,,,,,,,,,,"256,000","493,157","444,973","400,256","449,133","479,516","416,711","475,594","363,926","404,177","343,150","394,280","361,043","357,143","444,614","395,471","211,798",,,,,,,,,,,,,,,,
570715000000045011,4/30/1993,8/17/2009,250,28.7,30,Micon,M 530-250  ,760,Ringkøbing-Skjern,LAND,"Ganer,Skjern Jorder",48,465376,6199637,Stamdata,005,,,,,,,,,,,,,,,,,"256,000","493,157","444,973","400,257","449,133","479,517","416,711","475,594","363,927","404,177","343,150","394,280","361,043","357,143","444,614","395,471","211,798",,,,,,,,,,,,,,,,
570715000000045028,4/30/1993,8/17/2009,250,28.7,30,Micon,M 530-250  ,760,Ringkøbing-Skjern,LAND,"Ganer,Skjern Jorder",48,465324,6199453,Stamdata,005,,,,,,,,,,,,,,,,,"256,000","493,157","444,974","400,257","449,134","479,517","416,711","475,594","363,928","404,177","343,150","394,280","361,043","357,143","444,614","395,471","211,798",,,,,,,,,,,,,,,,
570715000000055737,12/1/1988,6/24/2011,225,27,31.5,Vestas Wind Systems A/S,V 27-225 ,760,Ringkøbing-Skjern,LAND,Velling Mærsk,25a,457595.53,6209031.79,Stamdata,WVM,,,,,,,,,,,,"120,634","262,637","333,714","349,849","350,291","355,302","371,591","325,092","301,198","327,256","359,315","319,260","348,485","271,567","289,060","387,309","454,080","423,701","422,436","501,814","493,035","417,416","1,208,616","1,335,716","545,266",,,,,,,,,,,,,
570715000000059551,12/12/2002,9/13/2013,1750,66,67,Vestas Wind Systems A/S,"V 66 1,75 ",760,Ringkøbing-Skjern,LAND,"Øster Lem By, Sdr. Lem",15b,461965.5,6216102.87,"GST, 18-02-2013",85077,,,,,,,,,,,,,,,,,,,,,,,,,,"206,859","3,511,431","3,961,982","3,957,573","3,595,504","4,274,228","4,199,676","3,888,337","3,582,907","4,308,667","3,700,091","2,366,515",,,,,,,,,,,,
570715000000059568,12/13/2002,9/16/2013,1750,66,67,Vestas Wind Systems A/S,"V 66 1,75 ",760,Ringkøbing-Skjern,LAND,"Øster Lem By, Sdr. Lem",15b,462022.97,6215813.57,"GST, 18-02-2013",85075,,,,,,,,,,,,,,,,,,,,,,,,,,"142,621","3,402,584","3,861,395","3,908,290","3,610,438","4,370,652","3,903,044","3,661,766","3,337,465","4,086,044","3,944,557","2,265,516",,,,,,,,,,,,
570715000000059575,12/12/2002,9/16/2013,1750,66,67,Vestas Wind Systems A/S,"V 66 1,75 ",760,Ringkøbing-Skjern,LAND,Degneboligen Ølstrup,28d,461746.21,6215903.95,"GST, 18-02-2013",85076,,,,,,,,,,,,,,,,,,,,,,,,,,"91,837","3,437,681","3,863,634","3,903,790","3,411,059","4,296,497","3,892,530","3,598,639","3,101,899","4,017,368","3,926,587","2,224,717",,,,,,,,,,,,
570715000000064005,1/15/2004,4/9/2017,22,12,18,Vestas Wind Systems A/S,V 5-22 ,760,Ringkøbing-Skjern,Land,,,472582.429999999,6210081.73,"GeoDanmark, 12-03-2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,940","52,553","53,949","61,599","46,200","50,603","47,671","62,090","51,628","52,750","55,479","45,659","11,210",0,0,0,0,0,0,,,0
570715000000080869,10/23/2006,12/2/2015,22,15.4,18,Vestas Wind Systems A/S,V 15,760,Ringkøbing-Skjern,Land,,,453769.7,6230189.84,"GST, 18-02-2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,682","66,274","44,100","61,805","52,425","54,638","66,032","46,143","47,521","45,471",,,,,,,,,,
570715000000081057,12/29/2006,9/15/2010,225,27,31.5,Vestas Wind Systems A/S,V 27,760,Ringkøbing-Skjern,LAND,Østerby Stauning,29a,460939,6205658,Stamdata,85083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,993","407,473","395,805","356,868","217,494",,,,,,,,,,,,,,,
570715000000081071,1/29/2007,9/15/2010,225,27,31.5,Vestas Wind Systems A/S,V 27,760,Ringkøbing-Skjern,LAND,Østerby Stauning,29a,460785,6205557,Stamdata,85082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"356,689","403,250","328,897","195,384",,,,,,,,,,,,,,,
570715000000084171,9/15/2008,7/31/2013,3600,107.2,90,SIEMENS,SWT 3.6,760,Ringkøbing-Skjern,LAND,Sønden Åen Tim,2bg,454630,6226973,"GST, 18-02-2013",85087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,992,317","9,318,236","10,431,102","10,541,936","10,932,989","5,917,729",,,,,,,,,,,,
570715000000084874,1/6/2009,7/3/2013,3600,107.2,90,SIEMENS,SWT 3.6-107,760,Ringkøbing-Skjern,LAND,Sønden Åen Tim,2d,454885.1,6226907,"GST, 18-02-2013",85088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,518,822","10,050,821","12,652,193","12,775,805","4,958,654",,,,,,,,,,,,
570715000000086618,5/18/2009,7/15/2013,3600,107.2,90,SIEMENS,SWT 3.6-107,760,Ringkøbing-Skjern,LAND,Sønden Åen Tim,3d,455059.75,6226646,"GST, 18-02-2013",85089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,283,026","7,403,576","10,690,513","12,448,343","5,564,672",,,,,,,,,,,,
570715000000088445,3/21/2010,9/22/2016,3075,112,94,Vestas Wind Systems A/S,V112-3.0MW,760,Ringkøbing-Skjern,LAND,"Ø. Lem by, Sdr. Lem",15l,459538.47,6211031,"GST, 18-02-2013",85094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,234,569","10,088,009","9,179,822","11,413,881","11,809,503","12,457,493","7,323,191",,,,,,,,,
570715000000146466,12/23/2011,12/12/2012,2600,100,80,Vestas Wind Systems A/S,V 100,760,Ringkøbing-Skjern,LAND,"Ø.Lem by, Sdr. Lem",15i,459423.92,6211327.63,Stamdata,85111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,"7,051,938",,,,,,,,,,,,,
571313134808052414,9/5/2013,11/12/2014,25,11.6,18.5,Vestas Wind Systems A/S,V 15,760,Ringkøbing-Skjern,LAND,"Bovsø By, Stauning",40b,462398.68,6200408.66,Stamdata,80053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,327","4,869","1,050",,,,,,,,,,
570715000000025051,10/28/1983,7/31/2002,55,16,24,BONUS,Ukendt-BONUS,766,Hedensted,LAND,"Nebsager By, Nebsager",11a,554536.43,6178638.87,Stamdata,30003,,,,,,,"25,522","155,464","122,201","151,373","128,015","144,692","146,299","152,701","136,933","135,400","149,890","154,600","140,650","125,700","131,940","145,870","75,760","137,290","90,100","75,960",,,,,,,,,,,,,,,,,,,,,,,
570715000000025068,8/4/1986,11/16/2007,150,22,24,DWP,Ukendt-DWP,766,Hedensted,LAND,"Stenderup By, Stenderup",6av,550775.26,6182678.24,Stamdata,30004,,,,,,,,,,"82,005","208,053","235,156","237,769","248,173","222,546","222,799","225,792","260,314","227,371","191,223","221,761","237,294","105,992","237,338","181,978","215,268","162,790","190,366","189,976","163,279","82,252",,,,,,,,,,,,,,,,,,
570715000000025075,11/12/1987,7/11/2002,99,19.1,30,Windmatic,Ukendt-Windmatic,766,Hedensted,LAND,"Gl. Sole By, Ø. Snede",10c,537949.64,6180542.46,Stamdata,30005,,,,,,,,,,,"13,538","183,615","185,655","193,778","173,768","180,920","185,170","189,690","181,730","156,910","171,160","182,820","158,939","178,615","144,153","93,598",,,,,,,,,,,,,,,,,,,,,,,
570715000000025082,12/17/1987,8/25/2010,150,23,24,BONUS,Ukendt-BONUS,766,Hedensted,LAND,"Stenderup By, Stenderup",17a,550227.69,6182159.37,Stamdata,30006,,,,,,,,,,,0,"314,428","317,922","331,833","297,567","303,615","317,614","328,782","296,725","272,682","296,985","330,464","265,892","304,366","243,986","282,771","248,346","266,565","240,477","195,305","292,359","175,716","232,243","122,169",,,,,,,,,,,,,,,
570715000000025099,4/26/1988,11/28/2010,250,24,30,NEG Micon,Ukendt-NEG Micon,766,Hedensted,LAND,"Stouby By, Stouby",4m,549117.82,6172993.46,Stamdata,30007,,,,,,,,,,,,"210,567","319,359","333,333","298,912","313,918","324,789","322,490","316,331","253,221","310,818","315,758","251,020","322,279","251,479","292,060","256,359","275,666","250,183","235,412","332,403","296,516","236,222","216,868",,,,,,,,,,,,,,,
570715000000025105,10/28/1988,9/17/2016,200,25,31,Vestas Wind Systems A/S,V 25-200 ,766,Hedensted,LAND,"Lottrup Ladegård, Rårup",8a,558302.85,6175833.19,"GST, 18-02-2013",30008,,,,,,,,,,,,"71,063","431,117","449,981","403,515","403,804","412,203","450,370","424,657","352,327","411,576","438,784","366,678","424,394","341,177","363,553","328,898","374,338","334,825","335,570","424,845","391,763","338,313","336,431","388,973","365,124","337,459","372,577","419,781","183,391",,,,,,,,,
570715000000025143,8/8/1997,2/11/2013,15,12.6,18.5,Genvind,GV 20-2,766,Hedensted,LAND,"Lottrup Ladegård, Rårup",8a,558258.15,6176054.95,"GST, 18-02-2013",30012,,,,,,,,,,,,,,,,,,,,,"8,817","1,400",13,79,"7,925","24,962","20,559","19,436","24,817","25,006","22,320","21,363","22,341","21,028","24,374","18,474",0,,,,,,,,,,,,
